1-AMINO-PROPAN-2-OL	(<i>R</i>)-1-aminopropan-2-ol
EPOXYSQUALENE	(3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene
ERYTHRITOL	erythritol
ERYTHRONATE-4P	4-phospho-D-erythronate
ERYTHROSE-4P	D-erythrose 4-phosphate
ERYTHRULOSE	L-erythrulose
ETHANOL-AMINE	ethanolamine
ETHYL-2-METHYLACETOACETATE	ethyl-2-methylacetoacetate
ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	ethyl-(2R)-methyl-(3S)-hydroxybutanoate
ETHYLACETATE	ethyl acetate
ETHYLENE-CMPD	ethene
ETOH	ethanol
Elemental-Sulfur	S<sup>0</sup>
F-	fluoride
FAD	FAD
FADH2	FADH<SUB>2</SUB>
FARNESYL-PP	(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate
FE+2	Fe<SUP>2+</SUP>
FE+3	Fe<SUP>3+</SUP>
FERRIC-ENTEROBACTIN-COMPLEX	ferric-enterobactin complex
FERULIC-ACID	ferulate
FERULOYL-COA	<i>trans</i>-feruloyl-CoA
FMN	FMN
FMNH2	FMNH<SUB>2</SUB>
FORMALDEHYDE	formaldehyde
FORMATE	formate
FRU1P	&beta;-D-fructofuranose 1-phosphate
FRUCTOSE-16-DIPHOSPHATE	&beta;-D-fructose 1,6-bisphosphate
FRUCTOSE-6P	&beta;-D-fructofuranose 6-phosphate
FRUCTOSELYSINE	N<sup>6</sup>-(D-fructosyl)-L-lysine
FRUCTOSELYSINE-6-PHOSPHATE	N<sup>6</sup>-(6-phospho-D-fructosyl)-L-lysine
FUCULOSE-1P	L-fuculose 1-phosphate
FUM	fumarate
G3P	3-phospho-D-glycerate
GALACTITOL	galactitol
GALACTOSE	&beta;-D-galactopyranose
GALACTOSE-1P	&alpha;-D-galactose 1-phosphate
GAMA-TOCOPHEROL	&gamma;-tocopherol
GAMMA-BUTYROBETAINE	&gamma;-butyrobetaine
GAMMA-BUTYROBETAINYL-COA	&gamma;-butyrobetainyl-CoA
GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH	4-(&gamma;-L-glutamylamino)butanal
GAMMA-GLUTAMYL-PUTRESCINE	&gamma;-glutamyl-L-putrescine
GAMMA-PENTACHLOROCYCLOHEXANE	&gamma;-pentachlorocyclohexene
GAP	D-glyceraldehyde 3-phosphate
GDP	GDP
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	GDP-4-dehydro-&alpha;-D-rhamnose
GDP-D-GLUCOSE	GDP-&alpha;-D-glucose
GDP-L-GALACTOSE	GDP-&beta;-L-galactose
GDP-MANNOSE	GDP-&alpha;-D-mannose
GDP-TP	pppGpp
GERANIAL	geranial
GERANYL-PP	geranyl diphosphate
GERANYLGERANYL-PP	geranylgeranyl diphosphate
GLC	&beta;-D-glucopyranose
GLC-1-P	&alpha;-D-glucopyranose 1-phosphate
GLC-6-P	&beta;-D-glucose 6-phosphate
GLC-D-LACTONE	D-glucono-1,5-lactone
GLN	L-glutamine
GLOBOMYCIN	globomycin
GLT	L-glutamate
GLUCONATE	D-gluconate
GLUCOSAMINATE	2-amino-2-deoxy-D-gluconate
GLUCOSAMINE-1P	&alpha;-D-glucosamine 1-phosphate
GLUTAMATE-1-SEMIALDEHYDE	(S)-4-amino-5-oxopentanoate
GLUTARATE	glutarate
GLUTARYL-COA	glutaryl-CoA
GLUTATHIONE	glutathione
GLY	glycine
GLYCERALD	D-glyceraldehyde
GLYCERATE	(<i>R</i>)-glycerate
GLYCEROL	glycerol
GLYCEROL-3P	<i>sn</i>-glycerol 3-phosphate
GLYCEROPHOSPHOGLYCEROL	glycerophosphoglycerol
GLYCOL	ethylene glycol
GLYCOLALDEHYDE	glycolaldehyde
GLYCOLLATE	glycolate
GLYOX	glyoxylate
GMP	GMP
GTP	GTP
GUANIDOACETIC_ACID	guanidinoacetate
GUANINE	guanine
GUANOSINE	guanosine
GUANOSINE-5DP-3DP	ppGpp
HCN	hydrogen cyanide
HCO3	hydrogencarbonate
HEPTADECANE-CPD	heptadecane
HEPTOSYL-KDO2-LIPID-IVA	heptosyl-Kdo<sub>2</sub>-lipid IV<sub>A</sub>
HEXANAL	1-hexanal
HEXANOATE	hexanoate
HEXANOL-CMPD	1-hexanol
HEXANOYL-COA	hexanoyl-CoA
HG+2	Hg<SUP>2+</SUP>
HIS	L-histidine
HISTAMINE	histamine
HISTIDINOL	histidinol
HMP	4-amino-2-methyl-5-pyrimidinemethanol
HOMO-CIT	(2<i>R</i>)-homocitrate
HOMO-CYS	L-homocysteine
HOMO-I-CIT	(1<i>R</i>,2<i>S</i>)-homoisocitrate
HOMO-SER	L-homoserine
HOMOARGININE	L-homoarginine
HOMOCYSTINE	L,L-homocystine
HOMOGENTISATE	homogentisate
HOMOMETHIONINE	L-homomethionine
HOP-2229-ENE	hop-22(29)-ene
HOPAN-22-OL	hopan-22-ol
HS	hydrogen sulfide
HSCN	thiocyanate
HX	HX
HYDRAZINE	hydrazine
HYDROGEN-PEROXIDE	hydrogen peroxide
HYDROQUINONE	hydroquinone
HYDROXY-METHYL-BUTENYL-DIP	(<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate
HYDROXY-UREA	hydroxyurea
HYDROXYAMINOBENZENE	<i>N</i>-phenylhydroxylamine
HYDROXYATRAZINE	hydroxyatrazine
HYDROXYBENZOQUINONE	2-hydroxy-1,4-benzoquinone
HYDROXYLAMINE	hydroxylamine
HYDROXYMALONATE	2-hydroxymalonate
HYDROXYMETHYLBILANE	preuroporphyrinogen
HYDROXYMUCONATE-SALD	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate
HYDROXYNAPHTHOQUINONE	juglone
HYDROXYPROPANAL	3-hydroxypropanal
HYDRPHENYLAC-CPD	(4-hydroxyphenyl)acetaldehyde
HYGROMYCIN-B	hygromycin-B
HYPOTAURINE	hypotaurine
HYPOXANTHINE	hypoxanthine
IDP	IDP
ILE	L-isoleucine
IMIDAZOLE-ACETOL-P	imidazole acetol-phosphate
IMINOASPARTATE	2-iminosuccinate
IMP	IMP
INDOLE	indole
INDOLE-3-ACETYL-ALA	(indol-3-yl)acetyl-L-alanine
INDOLE-3-GLYCEROL-P	(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate
INDOLE_ACETALDEHYDE	(indol-3-yl)acetaldehyde
INDOLE_ACETATE_AUXIN	(indol-3-yl)acetate
INDOLE_PYRUVATE	(indol-3-yl)pyruvate
INDOXYL	indoxyl
INOSINE	inosine
INOSITOL-1456-TETRAKISPHOSPHATE	D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate
IODOACETAMIDE	iodoacetamide
IODOACETATE	iodoacetate
IPRONIAZID	iproniazid
ISO-PROPANOL	propan-2-ol
ISOBUTANOL	isobutanol
ISOBUTYRATE	isobutanoate
ISOBUTYRYL-COA	isobutanoyl-CoA
ISOCHORISMATE	isochorismate
ISONIAZIDE	isoniazid
ISONOCARDICIN-A	isonocardicin A
ISOPENICILLIN-N	isopenicillin N
ISOPHENOXAZINE	isophenoxazine
ISOPROPYLAMINE	isopropylamine
ISOVALERATE	isovalerate
ISOVALERYL-COA	isovaleryl-CoA
ITACONATE	itaconate
ITP	ITP
K+	K<SUP>+</SUP>
K-HEXANOYL-COA	3-oxohexanoyl-CoA
KDO	3-deoxy-&alpha;-D-<i>manno</i>-2-octulosonate
KDO-LIPID-IVA	&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub>
KDO2-LAUROYL-LIPID-IVA	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-(lauroyl)-lipid IV<SUB>A</SUB>
KDO2-LIPID-A	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A
KDO2-LIPID-IVA	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB>
KDO2-LIPID-IVA-COLD	(Kdo)<SUB>2</SUB>-lipid A, cold adapted
KDO2-PALMITOLEOYL-LIPID-IVA	Kdo<SUB>2</SUB>-(palmitoleoyl)-lipid IV<SUB>A</SUB>
KOJIC-ACID	kojic acid
KYNURENATE	kynurenate
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	<i>sn</i>-glycero-3-phosphoethanolamine
L-23-DIAMINOPROPANOATE	L-2,3-diaminopropanoate
L-ALA-GAMMA-D-GLU-DAP	L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate
L-ALPHA-ALANINE	L-alanine
L-ARA4N-MODIFIED-KDO2-LIPID-A	4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A
L-ARABITOL	L-arabinitol
L-ARGININE-P	<i>N</i><sup>&omega;</sup>-phospho-L-arginine
L-ARGININO-SUCCINATE	L-arginino-succinate
L-ASPARTATE	L-aspartate
L-ASPARTATE-SEMIALDEHYDE	L-aspartate 4-semialdehyde
L-BETA-ASPARTYL-P	L-aspartyl-4-phosphate
L-CARNITINYL-COA	L-carnitinyl-CoA
L-CITRULLINE	L-citrulline
L-CYSTATHIONINE	L-cystathionine
L-CYSTEATE	L-cysteate
L-DELTA1-PYRROLINE_5-CARBOXYLATE	(<i>S</i>)-1-pyrroline-5-carboxylate
L-DI-GMP	5'-phosphoguanylyl(3'&rarr;5')guanosine
L-DIHYDROXY-PHENYLALANINE	L-dopa
L-FUCULOSE	L-fuculose
L-GAMMA-GLUTAMYLCYSTEINE	&gamma;-L-glutamyl-L-cysteine
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	L-glutamate-5-semialdehyde
L-GLYCERALDEHYDE-3-PHOSPHATE	L-glyceraldehyde 3-phosphate
L-GULONATE	L-gulonate
L-GULONO-1-4-LACTONE	L-gulono-1,4-lactone
L-HISTIDINOL-P	L-histidinol phosphate
L-IDONATE	L-idonate
L-LACTATE	(<i>S</i>)-lactate
L-N2-2-CARBOXYETHYLARGININE	L-N<SUP>2</SUP>-(2-carboxyethyl)arginine
L-ORNITHINE	L-ornithine
L-PANTOATE	(R)-pantoate
L-PHOSPHINOTHRICIN	L-phosphinothricin
L-PIPECOLATE	L-pipecolate
L-RHAMNONATE	L-rhamnonate
L-RHAMNONO-14-LACTONE	L-rhamnono-1,4-lactone
L-RIBULOSE-5-P	L-ribulose 5-phosphate
L-SELENOCYSTEINE	L-selenocysteine
L-SORBOSONE	L-sorbosone
L-THREO-3-METHYL-ASPARTATE	(2S, 3S)-3-methylaspartate
L-THREONATE	L-threonate
L-THREONINE-O-3-PHOSPHATE	L-threonine 3-O-phosphate
L-THYROXINE	L-thyroxine
L-XYLULOSE	L-xylulose
L-XYLULOSE-5-P	L-xylulose 5-phosphate
LACTALD	(<i>S</i>)-lactaldehyde
LACTOYL-COA	(<i>S</i>)-lactoyl-CoA
LANOSTEROL	lanosterol
LAUROYLCOA-CPD	lauroyl-CoA
LEU	L-leucine
LI+	Li<sup>+</sup>
LINOLEIC_ACID	linoleate
LINOLENIC_ACID	&alpha;-linolenate
LIOTHYRONINE	3,5,3'-triiodo-L-thyronine
LIPID-IV-A	lipid IV<sub>A</sub>
LIPOIC-ACID	(<i>R</i>)-lipoate
LIPOL-AMP	lipol-AMP
LIPOYL-AMP	(lipoyl)adenylate
LL-DIAMINOPIMELATE	L,L-diaminopimelate
LYS	L-lysine
MAL	(<i>S</i>)-malate
MALEAMATE	maleamate
MALEATE	maleate
MALONATE	malonate
MALONATE-S-ALD	3-oxopropanoate
MALONYL-COA	malonyl-CoA
MALTOHEXAOSE	maltohexaose
MALTOPENTAOSE	maltopentaose
MALTOTETRAOSE	maltotetraose
MALTOTRIOSE	maltotriose
MANNITOL	D-mannitol
MANNITOL-1P	D-mannitol 1-phosphate
MANNOSE-1P	&alpha;-D-mannose 1-phosphate
MELIBIOSE	melibiose
MENADIOL	menadiol
MESACONATE	mesaconate
MESO-DIAMINOPIMELATE	<i>meso</i>-diaminopimelate
MESO-TARTRATE	<i>meso</i>-tartrate
MET	L-methionine
META-XYLENE	1,3-dimethylbenzene
METHYL-ACETATE	methyl acetate
METHYL-BETA-D-GALACTOSIDE	methyl-&beta;-D-galactoside
METHYL-GLYOXAL	methylglyoxal
METHYL-MALONYL-COA	(R)-methylmalonyl-CoA
METHYLAMINE	methylamine
METHYLARSONATE	methylarsonate
METHYLARSONITE	methylarsonite
METHYLENETETRAHYDROMETHANOPTERIN	5,10-methylene-tetrahydromethanopterin
METOH	methanol
MEVALONATE	(<i>R</i>)-mevalonate
MEVALONATE-DP	(<i>R</i>)-3,5-bisphosphomevalonate
MG+2	Mg<SUP>2+</SUP>
MG-PROTOPORPHYRIN	Mg-protoporphyrin
MG-PROTOPORPHYRIN-MONOMETHYL-ESTER	magnesium-protoporphyrin IX 13-monomethyl ester
MN+2	Mn<SUP>2+</SUP>
MN+3	Mn<sup>+3</sup>
MOENOMYCIN	moenomycin
MONO-VINYL-PROTOCHLOROPHYLLIDE-A	protochlorophyllide <i>a</i>
MONOMER0-4342	a [prolipoprotein]-<i>S</i>-1,2-diacyl-<i>sn</i>-glyceryl-L-cysteine
MONOMETHYL-ESTER-OF-TRANS-ACONITATE	(E)-3-(methoxycarbonyl)pent-2-enedioate
MPBQ	2-methyl-6-phytyl-1,4-benzoquinol
MYO-INOSITOL	<I>myo</I>-inositol
Me-CoM	methyl-CoM
N-23-DIHYDROXYBENZOYL-L-SERINE	<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine
N-5-PHOSPHORIBOSYL-ANTHRANILATE	<i>N</i>-(5-phosphoribosyl)-anthranilate
N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY	<i>N</i>-[(5<i>S</i>)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine
N-ACETYL-9-O-ACETYLNEURAMINATE	<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate
N-ACETYL-D-GALACTOSAMINE-6-PHOSPHATE	<i>N</i>-acetyl-D-galactosamine 6-phosphate
N-ACETYL-D-GLUCOSAMINE	<i>N</i>-acetyl-&beta;-D-glucosamine
N-ACETYL-D-GLUCOSAMINE-1-P	<i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate
N-ACETYL-D-MANNOSAMINE-6P	<i>N</i>-acetyl-D-mannosamine 6-phosphate
N-ACETYL-GLUTAMYL-P	<i>N</i>-acetylglutamyl-phosphate
N-ACETYL-NEURAMINATE-9P	<i>N</i>-acetyl-&beta;-neuraminate 9-phosphate
N-BROMOSUCCINIMIDE	N-bromosuccinimide
N-ETHYLMALEIMIDE	<i>N</i>-ethylmaleimide
N-FORMIMINO-L-GLUTAMATE	<i>N</i>-formimino-L-glutamate
N-FORMYLKYNURENINE	<i>N</i>-Formyl-L-kynurenine
N-METHYLTRYPTOPHAN	<I>N</I>-methyl-L-tryptophan
N-QUINOLIN-8-YLMETHANESULFONAMI	<i>N</i>-(quinolin-8-yl)methanesulfonamide
N-SUCCINYL-2-AMINO-6-KETOPIMELATE	<i>N</i>-succinyl-2-amino-6-ketopimelate
N-SUCCINYLLL-2-6-DIAMINOPIMELATE	<i>N</i>-succinyl-L,L-2,6-diaminopimelate
N2-SUCCINYLGLUTAMATE	N<SUP>2</SUP>-succinylglutamate
N2-SUCCINYLORNITHINE	N<sup>2</sup>-succinyl-L-ornithine
N5-METHYLGLUTAMINE	<i>N</i><sup>5</sup>-methyl-L-glutamine
NA+	Na<SUP>+</SUP>
NACL	sodium chloride
NAD	NAD<sup>+</sup>
NADH	NADH
NADP	NADP<sup>+</sup>
NADPH	NADPH
NARINGENIN-7-O-BETA-D-GLUCOSIDE	prunin
NARINGIN	naringin
NEUROSPORENE	<i>all-trans</i> neurosporene
NH42SO4	ammonium sulfate
NI+2	Ni<SUP>2+</SUP>
NIACINAMIDE	nicotinamide
NIACINE	nicotinate
NICOTINAMIDE_NUCLEOTIDE	&beta;-nicotinamide D-ribonucleotide
NICOTINAMIDE_RIBOSE	1-(&beta;-D ribofuranosyl)nicotinamide
NICOTINATE_NUCLEOTIDE	&beta;-nicotinate D-ribonucleotide
NICOTINE	(<i>S</i>)-nicotine
NITRATE	nitrate
NITRIC-OXIDE	nitric oxide
NITRITE	nitrite
NITROGEN-MOLECULE	N<sub>2</sub>
NITROUS-OXIDE	nitrous oxide
NOCARDICIN-A	nocardicin A
NOCARDICIN-E	nocardicin E
NONAPRENYL-4-HYDROXYBENZOATE	3-nonaprenyl-4-hydroxybenzoate
NORSPERMIDINE	norspermidine
NaF	NaF
O-PHENANTHROLINE	<i>o</i>-phenanthroline
O-PHOSPHO-L-HOMOSERINE	O-phospho-L-homoserine
O-SUCCINYL-L-HOMOSERINE	O-succinyl-L-homoserine
O-SUCCINYLBENZOATE	2-succinylbenzoate
OCTANOL	1-octanol
OCTAPRENYL-DIPHOSPHATE	all-<i>trans</i>-octaprenyl diphosphate
OCTAPRENYL-METHOXY-BENZOQUINONE	2-methoxy-6-<i>all trans</i>-octaprenyl-1,4-benzoquinol
OCTAPRENYL-METHYL-METHOXY-BENZQ	6-methoxy-3-methyl-2-<i>all-trans</i>-octaprenyl-1,4-benzoquinol
OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	3-demethylubiquinol-<i>8</i>
OH	OH<SUP>-</SUP>
OH-MYRISTOYL	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine
OH-PYR	hydroxypyruvate
OLEANDOMYCIN	oleandomycin
OLEATE-CPD	oleate
OLEOYL-COA	oleoyl-CoA
OROTATE	orotate
OROTIDINE-5-PHOSPHATE	orotidine 5'-phosphate
OX-COENZYME-F420	oxidized coenzyme F<sub>420</sub>-2
OXALACETIC_ACID	oxaloacetate
OXALATE	oxalate
OXAMATE	oxamate
OXIDIZED-GLUTATHIONE	glutathione disulfide
OXYGEN-MOLECULE	oxygen
P-AMINO-BENZOATE	4-aminobenzoate
P-BENZOQUINONE	1,4-benzoquinone
P-COUMAROYL-COA	(<i>E</i>)-4-coumaroyl-CoA
P-HYDROXY-PHENYLPYRUVATE	3-(4-hydroxyphenyl)pyruvate
P-NITROPHENOL	4-nitrophenol
P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole
P3I	triphosphate
PALMITALDEHYDE	palmitaldehyde
PALMITATE	palmitate
PALMITYL-COA	palmitoyl-CoA
PANTETHEINE-P	4'-phosphopantetheine
PANTOTHENATE	(<i>R</i>)-pantothenate
PAPS	3'-phosphoadenylyl-sulfate
PB+2	Pb<sup>2+</sup>
PENICILLIN-G	penicillin G
PENICILLIN-N	penicillin N
PENTANOYLCOA-CPD	pentanoyl-CoA
PHE	L-phenylalanine
PHENOL	phenol
PHENYL-PYRUVATE	3-phenyl-2-oxopropanoate
PHENYLACETALDEHYDE	phenylacetaldehyde
PHENYLACETALDOXIME	(<i>Z</i>)-phenylacetaldehyde oxime
PHENYLACETATE	phenylacetate
PHENYLACETONITRILE	phenylacetonitrile
PHENYLGLYOXAL	phenylglyoxal
PHENYLGLYOXYLATE	phenylglyoxylate
PHENYLHYDRAZINE	phenylhydrazine
PHMB	p-hydroxymercuribenzoate
PHOSPHATIDYLETHANOLAMINE-KDO2	7-O-[2-aminoethoxy(hydroxy)phosphoryl]-&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid IV<sub>A</sub>
PHOSPHO-ENOL-PYRUVATE	phospho<i>enol</i>pyruvate
PHOSPHORIBOSYL-AMP	1-(5-phospho-&beta;-D-ribosyl)-AMP
PHOSPHORIBOSYL-ATP	1-(5-phospho-&beta;-D-ribosyl)-ATP
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide
PHOSPHORIBOSYL-FORMIMINO-AICAR-P	1-(5-phospho-&beta;-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	phosphoribulosylformimino-AICAR-phosphate
PHOSPHORYL-CHOLINE	phosphocholine
PHOSPHORYL-ETHANOLAMINE	<i>O</i>-phosphoethanolamine
PHTHALATE	phthalate
PHYTANATE	phytanate
PHYTYL-PYROPHOSPHATE	phytyl diphosphate
PICOLINATE	picolinate
PORPHOBILINOGEN	porphobilinogen
PPI	diphosphate
PQQ	pyrroloquinoline quinone
PRECURSOR-Z	cyclic pyranopterin phosphate
PREGNENOLONE	pregnenolone
PREPHENATE	prephenate
PRO	L-proline
PROCLAVAMINATE	proclavaminate
PROGESTERONE	progesterone
PROPANE-1-2-DIOL	(<i>S</i>)-propane-1,2-diol
PROPANOL	propan-1-ol
PROPIONATE	propanoate
PROPIONYL-COA	propanoyl-CoA
PROPIONYL-P	propanoyl phosphate
PROTAMINE	protamine
PROTOHEME	protoheme
PROTON	H<SUP>+</SUP>
PROTOPORPHYRINOGEN	protoporphyrinogen IX
PROTOPORPHYRIN_IX	protoporphyrin IX
PRPP	5-phospho-&alpha;-D-ribose 1-diphosphate
PSEUDOURIDINE-5-P	pseudouridine 5'-phosphate
PSICOSELYSINE	N<sup>6</sup>-(D-psicosyl)-L-lysine
PUTRESCINE	putrescine
PYRAZINAMIDE	pyrazinamide
PYRAZINOIC-ACID	pyrazine-2-carboxylate
PYRIDINE	pyridine
PYRIDOXAL	pyridoxal
PYRIDOXAL_PHOSPHATE	pyridoxal 5'-phosphate
PYRIDOXINE	pyridoxine
PYRUVATE	pyruvate
Pi	phosphate
QUINATE	L-quinate
QUININE	quinine
QUINOLINATE	quinolinate
R-1-AMINOPROPAN-2-YL-PHOSPHATE	(<i>R</i>)-1-amino-2-propanol <i>O</i>-2-phosphate
RB+	Rb<SUP>+</SUP>
REDUCED-MENAQUINONE	menaquinol-<i>8</i>
RETINAL	<i>all-trans</i>-retinal
RETINOATE	<i>all-trans</i>-retinoate
RHAMNULOSE-1P	L-rhamnulose 1-phosphate
RIBITOL	ribitol
RIBOFLAVIN	riboflavin
RIBOSE-15-BISPHOSPHATE	&alpha;-D-ribose 1,5-bisphosphate
RIBOSE-1P	&alpha;-D-ribose-1-phosphate
RIBULOSE-5P	D-ribulose 5-phosphate
RIFAMYCIN-O	rifamycin O
RUTIN	rutin
RX	RX
S-2-AMINOETHYL-L-CYSTEINE	<i>S</i>-(2-aminoethyl)-L-cysteine
S-24-DINITROPHENYLGLUTATHIONE	2,4-dinitrophenyl-S-glutathione
S-3-HYDROXYBUTANOYL-COA	(<i>S</i>)-3-hydroxybutanoyl-CoA
S-ADENOSYLMETHIONINAMINE	<i>S</i>-adenosyl 3-(methylsulfanyl)propylamine
S-ADENOSYLMETHIONINE	<i>S</i>-adenosyl-L-methionine
S-ALLANTOIN	(<i>S</i>)-(+)-allantoin
S-LACTOYL-GLUTATHIONE	(<i>R</i>)-<i>S</i>-lactoylglutathione
S-METHYLGLUTATHIONE	<i>S</i>-methylglutathione
S-TUBERCIDINYLHOMOCYSTEINE	S-tubercidinylhomocysteine
S2O3	thiosulfate
S2O4	dithionite
SALICYLALDEHYDE	salicylaldehyde
SANGUINARINE	sanguinarine
SARCOSINE	sarcosine
SEPO3	selenophosphate
SER	L-serine
SHIKIMATE	shikimate
SHIKIMATE-5P	shikimate 3-phosphate
SINAPALDEHYDE	sinapaldehyde
SINAPATE	sinapate
SINAPOYL-COA	sinapoyl-CoA
SINAPYL-ALCOHOL	sinapyl alcohol
SINEFUNGIN	sinefungin
SIROHEME	siroheme
SIROHYDROCHLORIN	sirohydrochlorin
SN-GERANYLGERANYLGLYCERYL-1-PHOSPHATE	3-(<i>O</i>-geranylgeranyl)-<i>sn</i>-glycerol 1-phosphate
SN-GLYCEROL-1-PHOSPHATE	<i>sn</i>-glycerol 1-phosphate
SO3	sulfite
SORBITOL	D-sorbitol
SPERMIDINE	spermidine
SPERMINE	spermine
SQUALENE	squalene
SS-DIMETHYL-BETA-PROPIOTHETIN	dimethylsulfoniopropanoate
STAUROSPORINE	staurosporine
STEARIC_ACID	stearate
STEAROYL-COA	stearoyl-CoA
STREPTIDINE-6-PHOSPHATE	streptidine 6-phosphate
STREPTOMYCIN	streptomycin
SUC	succinate
SUC-COA	succinyl-CoA
SUCC-S-ALD	succinate semialdehyde
SUCROSE	sucrose
SUCROSE-6P	sucrose 6<sup>F</sup>-phosphate
SULFATE	sulfate
SULFO-CYSTEINE	<i>S</i>-sulfo-L-cysteine
SULFOACETALDEHYDE	sulfoacetaldehyde
SULFUR-DIOXIDE	sulfur dioxide
SUPER-OXIDE	superoxide
T2-C4-DECADIENYL-COA	trans-&Delta;<SUP>2</SUP>, cis-&Delta;<SUP>4</SUP>-decadienoyl-CoA
T2-DECENOYL-COA	(2E)-dec-2-enoyl-CoA
TAGATOSE	<i>keto</i>-D-tagatose
TAGATOSE-1-6-DIPHOSPHATE	D-tagatofuranose 1,6-bisphosphate
TAGATOSE-6-PHOSPHATE	D-tagatofuranose 6-phosphate
TARTRATE	L-tartrate
TARTRONATE-S-ALD	tartronate semialdehyde
TAURINE	taurine
TDP	dTDP
TDP-D-FUCOSAMINE	dTDP-4-amino-4,6-dideoxy-&alpha;-D-galactose
TDP-FUC4NAC	dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose
TEREPHTHALATE	terephthalate
TESTOSTERONE	testosterone
TETRACHLOROETHENE	tetrachloroethene
TETRAHYD-CPD	1,3,6,8-naphthalenetetrol
THF	5,6,7,8-tetrahydrofolate
THIABENDAZOLE	thiabendazole
THIAMINE	thiamine
THIAMINE-P	thiamine phosphate
THIAMINE-PYROPHOSPHATE	thiamine diphosphate
THR	L-threonine
THREO-3-HYDROXY-L-ASPARTATE	(3<i>S</i>)-3-hydroxy-L-aspartate
THREO-DS-ISO-CITRATE	D-<i>threo</i>-isocitrate
THYMIDINE	thymidine
THYMINE	thymine
THZ	5-(2-hydroxyethyl)-4-methylthiazole
THZ-P	4-methyl-5-(2-phosphooxyethyl)thiazole
TIRON	tiron
TMP	dTMP
TOLUENE	toluene
TOLUENECISDHDIOL	(1S,2R)-3-methylcyclohexa-3,5-diene-1,2-diol
TRANS-2-CHLORO-4-CARBOXYMETHYLENEBUT-2-E	2-chloro-<i>trans</i>-dienelactone
TRANS-2-HEXENAL	(E)-2-hexenal
TRANS-2-HEXENOL	(E)-2-hexenol
TRANS-23-DEHYDROADIPYL-COA	trans-2,3-dehydroadipyl-coA
TRANS-3-METHYL-GLUTACONYL-COA	3-methylglutaconyl-CoA
TREHALOSE	&alpha;,&alpha;-trehalose
TREHALOSE-6P	&alpha;,&alpha;-trehalose 6-phosphate
TRICHLOROETHENE	trichloroethene
TRICHLOROPHENOL	2,4,6-trichlorophenol
TRIMETHYLAMINE	trimethylamine
TRIMETHYLAMINE-N-O	trimethylamine <i>N</i>-oxide
TRP	L-tryptophan
TTP	dTTP
TUNGSTATE	tungstate
TYR	L-tyrosine
TYRAMINE	tyramine
UDP	UDP
UDP-4-AMINO-4-DEOXY-L-ARABINOSE	UDP-4-amino-4-deoxy-&beta;-L-arabinopyranose
UDP-AA-GLUTAMATE	UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate
UDP-AAGM-DIAMINOHEPTANEDIOATE	UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate
