1-2-Diglycerides	a 1,2-diglyceride
Peptidoglycan-with-L-lysine-pentapeptide	a peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine) pentapeptide
Peptidoglycans	a peptidoglycan
Peptidyl-Carrier-Proteins	a peptidyl-carrier protein
Peptidyl-Dipeptidase-Dcp-Substrates	a peptidyl-dipeptidase Dcp substrate
Peptidyl-nucleosides	a peptidyl nucleoside
Perillyl-Alcohols	perillyl alcohol
Perillyl-CoA	perillyl-CoA
Persulfurated-L-cysteine-desulfurases	an <i>S</i>-sulfanyl-[L-cysteine desulfurase]
Perthiols	a perthiol
Phenolcarboxyphthiodiolenones	a phenolcarboxyphthiodiolenone
Phenolic-Compounds-Degradation	Phenolic Compound Degradation
Phenolphthiocerol-A	a phenolphthiocerol A
Phenolphthiocerols	a phenolphthiocerol
Phenolphthiodiolenone	a phenolphthiodiolenone
Phenolphthiodiolenone-A	a phenolphthiodiolenone A
Phenolphthiodiolone	a phenolphthiodiolone
Phenolphthiodiolone-A	a phenolphthiodiolone A
Phenolphthiotriol	a phenolphthiotriol
Phenolphthiotriol-A	a phenolphthiotriol A
Phenols	a phenol
Phenyl-Acetates	a phenyl acetate
Phenylacetate-Degradation	Phenylacetate Degradation
Phenylethylamine-Degradation	Phenylethylamine Degradation
Phenylpropanoids	a phenylpropanoid
Pheophytins	a pheophytin
Phosphates	an inorganic phosphate
Phosphatidates-34-2	phosphatidate-34:2
Phosphatidyl-myo-inositol-6-acyl-mannose	a 2-O-(6-O-acyl-&alpha;-D-mannosyl)-1-phosphatidyl-1D-myo-inositol
Phosphatidyl-myo-inositol-Man-6-acyl-Man	a 2-O-(6-O-acyl-&alpha;-D-mannosyl)-6-O-(&alpha;-D-mannosyl)-1-phosphatidyl-1D-myo-inositol
PhosphatidylcholineBiosynthesis	Phosphatidylcholine Biosynthesis
PhosphatidylethanolamineBiosynthesis	Phosphatidylethanolamine Biosynthesis
PhosphatidylglycerolBiosynthesis	Phosphatidylglycerol Biosynthesis
Phosphatidylinositol-Biosynthesis	Phosphatidylinositol Biosynthesis
Phosphatidylserine-Biosynthesis	Phosphatidylserine Biosynthesis
Phosphinates	a phosphinate
Phosphocholine-Glycoconjugates	a phosphorylcholine-glycoconjugate
Phosphoglycerides	a phosphoglyceride
Phospholipid-Biosynthesis	Phospholipid Biosynthesis
Phospholipid-Cyclopropane-Fatty-Acids	a [phospholipid] cyclopropane fatty acid
Phospholipid-Olefinic-Fatty-Acids	a [phospholipid] olefinic fatty acid
Phospholipids	a phospholipid
Phosphorus-Compounds	Phosphorus Compound Metabolism
Phosphorylated-Amino-Acids	a phosphorylated amino acid
Phosphoserines	L(or D)-<i>O</i>-phosphoserine
PhsA	a PhsA non-ribosomal peptide synthase
PhsB	a PhsB non-ribosomal peptide synthase
PhsC	a PhsC non-ribosomal peptide synthase
Phthiocerol-A	a phthiocerol A
Phthiocerols	a phthiocerol
Phthiodiolenone-A	a phthiodiolenone A
Phthiodiolenones	a phthiodiolenone
Phthiodiolone-A	a phthiodiolone A
Phthiodiolones	a phthiodiolone
Phthiotriols	a phthiotriol
Phthiotriols-A	a phthiotriol A
Phycocyanobilins	a phycocyanobilin
Phycoerythrobilins	a phycoerythrobilin
Phylloquinone-Biosynthesis	Phylloquinol Biosynthesis
Phytate-Degradation	Phytate Degradation
Phytyl-Diphosphate-Biosynthesis	Phytyl Diphosphate Biosynthesis
PigG	a <i>holo</i>-[PigG prolyl-carrier protein]
PigG-L-proline	an L-prolyl-[PigG prolyl-carrier protein]
PigG-pyrrole-2-carboxylate	a 1<i>H</i>-pyrrole-2-carbonyl-[PigG prolyl-carrier protein]
PigH	a <i>holo</i>-[PigH polyketide synthase/acyl-carrier protein]
PigH-3-oxo-3-1H-pyrrol-2-yl-propanoate	a 3-oxo-3-(1<i>H</i>-pyrrol-2-yl)propanoyl-[PigH]
PigJ	a <i>holo</i>-[PigJ acyl-carrier protein]
PigJ-pyrrole-2-carboxylate	a 1<i>H</i>-pyrrole-2-carbonyl-[PigJ acyl-carrier protein]
Pimeloyl-ACP-methyl-esters	a pimeloyl-[acp] methyl ester
Pimeloyl-ACPs	a pimeloyl-[acp]
Plant-Arabinogalactans-I	a plant arabinogalactan type I
Plant-Hormones	a plant hormone
Plastoquinols	a plastoquinol
Plastoquinone-Biosynthesis	Plastoquinol Biosynthesis
PltL-L-proline	an L-prolyl-[PltL prolyl-carrier protein]
PltL-Pre-Pyoluteorin	a 7-(4,5-dichloro-1H-pyrrol-2-yl)-3-hydroxy-5,7-dioxoheptanoyl-[PltL prolyl-carrier protein]
PltL-pyrrole-2-carboxylate	a 1<i>H</i>-pyrrole-2-carbonyl-[PltL prolyl-carrier protein]
PmsE	a [PmsE non-ribosomal peptide synthase]
PmsG	a [PmsG non-ribosomal peptide synthase]
Poly-3-hydroxyoctanoate	poly-3-hydroxyoctanoate
Poly-Gamma-Glutamylcysteine-Glycines	a phytochelatin
Poly-Hydroxybutyrate	poly-3-hydroxybutanoate
Poly-beta-D-Mannuronate	mannuronan
Polyamine-Biosynthesis	Amine and Polyamine Biosynthesis
Polyamines	a polyamine
Polyisoprenyl-Diphosphates	an isoprenoid diphosphate
Polyisoprenyl-Monophosphates	a polyprenol phosphate
Polyketide-ACP-Proteins	an [acp] domain within a polyketide synthase
Polymer-Degradation	Polymeric Compound Degradation
Polymyxins	a polymyxin
Polyphosphates	a polyphosphate
Polyprenol-Groups	a polyprenol group
Polyprenyl-Biosynthesis	Polyprenyl Biosynthesis
Polyprenyl-Mannosyl-Phosphates	a polyprenol monophospho-&beta;-D-mannose
Polypyrroles	a polypyrrole
Polysaccharides	a polysaccharide
Polysaccharides-Biosynthesis	Polysaccharide Biosynthesis
Polyunsaturated-fatty-acids	a polyunsaturated fatty acid
Porphyrans	a porphyran
Porphyrin-Compounds-Biosynthesis	Porphyrin Compound Biosynthesis
Porphyrins	a porphyrin
Positively-charged-polar-amino-acids	a positively-charged polar amino acid
PpsAE-PKS-Protein	a holo-[(phenol)carboxyphthiodiolenone synthase]
PqqA-Cleaved-C-terminus	a cleaved PqqA peptide C-terminus
PqqA-Cleaved-N-terminus	a cleaved PqqA peptide N-terminus
PqqA-Proteins	a PqqA peptide with an E-X-X-X-Y motif
PqqA-Proteins-with-linked-Glu-Tyr	a PqqA peptide with linked Glu-Tyr residues
Pre-tRNA-3-prime-half-molecules	a 3'-half-tRNA molecule with a 5'-OH end
Pre-tRNA-5-prime-half-molecules	a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end
Precorrins	a precorrin
Precursor-of-hydrogenase-3	a large subunit of hydrogenase 3
Prenols	a prenol
Prenylated-Glycans	a prenylated glycan
Primary-Alcohols	a primary alcohol
Primary-Alkyl-Sulfate-Esters	a primary alkyl sulfate ester
Primary-Amines	a primary amine
Progestogens	a progestogen
Prolipoprotein-Cysteines	a [prolipoprotein]-L-cysteine
Propane-Degradation	Propane Degradation
Propionate-Degradation	Propanoate Degradation
Protein-Arginine-Aminocarbinol	an <i>N</i><sup>&omega;</sup>-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine
Protein-Cysteine-Hemithioacetal	an <i>S</i>-(1-hydroxy-2-oxopropyl)-[protein]-L-cysteine
Protein-Disulfides	a [protein] carrying a disulfide bond
Protein-Dithiols	a [protein] with reduced L-cysteine residues
Protein-Glycosylation	Protein Glycosylation
Protein-Histidines	a [protein]-L-histidine
Protein-L-Arginines	a [protein]-L-arginine
Protein-L-Asparagine	a [protein]-L-asparagine
Protein-L-lysine	a [protein]-L-lysine
Protein-L-methionine	a [protein]-L-methionine
Protein-L-methionine-R-S-oxides	a protein-L-methionine-(<i>R</i>)-<i>S</i>-oxide
Protein-L-methionine-S-S-oxides	a protein-L-methionine-(<i>S</i>)-<i>S</i>-oxide
Protein-L-serine-or-L-threonine	a [protein] Ser/Thr
Protein-L-serines	a [protein]-L-serine
Protein-Lysine-Aminocarbinol	an <i>N</i><sup>6</sup>-(1-hydroxy-2-oxopropyl)-[protein]-L-lysine
Protein-Modification	Protein Modification
Protein-Modified-Amino-Acids	a modified amino acid within a protein
Protein-N-terminal-5-oxo-prolines	a [protein] with an N-terminal 5-oxo-L-proline
Protein-N-terminal-L-Arginine	an N-terminal arginyl-[protein]
Protein-N-terminal-L-Lysine	an N-terminal L-lysyl-[protein]
Protein-Ox-Disulfides	a protein with a disulfide bond
Protein-Red-Disulfides	a protein with reduced L-cysteine residues
Protein-S-methyl-L-cysteine	a [protein]-<i>S</i>-methyl-L-cysteine
Protein-Ser-or-Thr-phosphate	a [protein] (L-serine/L-threonine) phosphate
Protein-Tyrosines	a [protein]-L-tyrosine
Protein-With-N-Terminal-Met	a peptide with an N-terminal L-methionine
Protein-With-N-Terminal-Pro	a peptide with an N-terminal L-proline
Protein-With-N-Terminal-X-Pro	a peptide with an N-terminal Xaa-L-proline
Protein-alpha-L-Glutamates	a [protein]-&alpha;-L-glutamate
Protein-bound-uremic-retention-solutes	a protein-bound uremic retention solute
Protein-disaccharide-L-ser	a 3-<i>O</i>-[&alpha;-D-glucosyl-(1&rarr;3)-<i>N,N'</i>-diacetyl-&beta;-D-bacillosaminyl]-(Ser)-[protein]
Protein-flavinated-threonines	a [protein]-FMN-L-threonine
Protein-heptasaccharide-L-asn	a [protein]-<i>N</i><sup>4</sup>-heptasaccharide-L-asparagine
Protein-phospho-L-histidines	a [protein]-<i>N</i>-phospho-L-histidine
Protein-trisaccharide-L-ser	a 3-<i>O</i>-[&beta;-D-galactosyl-(1&rarr;4)-&alpha;-D-galactosyl-(1&rarr;3)-<i>N,N'</i>-diacetyl-&beta;-D-bacillosaminyl]-(Ser)-[protein]
Protein-tyrosine-phosphates	a [protein]-L-tyrosine phosphate
Proteins-L-Threonines	a [protein]-L-threonine
Proteins-With-N-Terminal-Asp	an N-terminal L-aspartyl-[protein]
Proteins-with-N-Terminal-L-Glutamine	a [protein] with an N-terminal L-glutamine
Proteins-with-N-terminal-L-arginine	a [protein] with an N-terminal L-arginine
Protocatechuate-Degradation	Protocatechuate Degradation
Pseudolysin-Substrates	a pseudolysin substrate
Pseudomonic-Acids	a pseudomonate
Pseudomonoyl-CoAs	a pseudomonoyl-CoA
Pterins	a pterin
Pteroates	a pteroate
Pup-C-terminal-L-glutamate	a [prokaryotic ubiquitin-like protein] C-terminal L-glutamate
Pup-C-terminal-L-glutamine	a [prokaryotic ubiquitin-like protein] C-terminal L-glutamine
Purine-Bases	a purine base
Purine-Degradation	Purine Nucleotide Degradation
Purine-Deoxyribonucleosides	a purine 2'-deoxyribonucleoside
Purine-Nucleotides-Salvage	Purine Nucleotide Salvage
Purine-Related	a purine-related compound
Purine-Ribonuc-De-Novo-Biosynthesis	Purine Riboucleotide <i>De Novo</i> Biosynthesis
Purine-Ribonucleosides	a purine ribonucleoside
Purine-deoxyribonucleosides-5-P	a purine 2'-deoxyribonucleoside 5'-monophosphate
Purine-deoxyribonucleosides-5-PP	a purine 2'-deoxyribonucleoside 5'-diphosphate
Purine-deoxyribonucleosides-5-PPP	a purine 2'-deoxyribonucleoside 5'-triphosphate
Purine-ribonucleosides-5-P	a purine ribonucleoside 5'-monophosphate
Purine-ribonucleosides-5-PP	a purine ribonucleoside 5'-diphosphate
Purine-ribonucleosides-5-PPP	a purine ribonucleoside 5'-triphosphate
Purines	a purine
Putrescine-Biosynthesis	Putrescine Biosynthesis
Putrescine-Degradation	Putrescine Degradation
Pyochelinyl-PchF	pyochelinyl-[PchF non-ribosomal peptide synthase]
Pyran-Intermediate-1-BryC-PKS	a 4-[(4Z)-4-(2-methoxy-2-oxoethylidene)-6-[(1E,6E)-8-methoxy-3,3-dimethyl-4,8-dioxo-6-[(2S,4R,5R)-2,4,5-trihydroxyhexyl]octa-1,6-dien-1-yl]oxan-2-yl]-2,2-dimethyl-3-oxobutanoyl-[BryC PKS]
Pyran-Intermediate-2-BryC-PKS	a 5-hydroxy-8-[(4Z)-4-(2-methoxy-2-oxoethylidene)-6-[(1E,6E)-8-methoxy-3,3-dimethyl-4,8-dioxo-6-[(2S,4R,5R)-2,4,5-trihydroxyhexyl]octa-1,6-dien-1-yl]oxan-2-yl]-6,6-dimethyl-3,7-dioxooctanoyl-[BryC PKS]
Pyridines	a pyridine
Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis
Pyrimid-Ribonucleot-De-Novo-Biosyn	Pyrimidine Ribonucleotide <i>De Novo</i> Biosynthesis
Pyrimidine-5-Deoxyribonucleosides	a pyrimidine 5'-deoxyribonucleoside
Pyrimidine-Base-Degradation	Pyrimidine Nucleobase Degradation
Pyrimidine-Bases	a pyrimidine base
Pyrimidine-Deoxyribonucleosides	a pyrimidine 2'-deoxyribonucleoside
Pyrimidine-Deoxyribonucleosides-Deg	Pyrimidine Deoxyribonucleoside Degradation
Pyrimidine-Nucleotide-Salvage	Pyrimidine Nucleotide Salvage
Pyrimidine-Ribonucleosides	a pyrimidine ribonucleoside
Pyrimidine-Ribonucleosides-Degradation	Pyrimidine Ribonucleoside Degradation
Pyrimidine-deoxyribonucleosides-5-P	a pyrimidine 2'-deoxyribonucleoside 5'-monophosphate
Pyrimidine-deoxyribonucleosides-5-PP	a pyrimidine 2'-deoxyribonucleoside 5'-diphosphate
Pyrimidine-deoxyribonucleosides-5-PPP	a pyrimidine 2'-deoxyribonucleoside 5'-triphosphate
Pyrimidine-ribonucleosides-5-P	a pyrimidine ribonucleoside 5'-monophosphate
Pyrimidine-ribonucleosides-5-PP	a pyrimidine ribonucleoside 5'-diphosphate
Pyrimidine-ribonucleosides-5-PPP	a pyrimidine ribonucleoside 5'-triphosphate
Pyrimidines	a pyrimidine
Pyrroles	a pyrrole
Pyrrolysine-Biosynthesis	L-pyrrolysine Biosynthesis
Pyruvate-Acetate-Fermentation	Pyruvate Fermentation to Acetate
Pyruvate-Butanol-Fermentation	Pyruvate Fermentation to Butanol
Pyruvate-Degradation	Fermentation of Pyruvate
Pyruvate-Ethanol-Fermentation	Pyruvate Fermentation to Ehanol
Pyruvate-Lactate-Fermentation	pyruvate fermentation to lactate
Pyruvate-Propanoate-Fermentation	Pyruvate Fermentation to Propanoate
Pyruvate-dehydrogenase-acetylDHlipoyl	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine
Pyruvate-dehydrogenase-dihydrolipoate	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine
Pyruvate-dehydrogenase-lipoate	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine
QUINOLIZIDINE-ALKALOIDS	Quinolizidine Alkaloid Biosynthesis
QXC-ACP	a quinoxaline-2-carboxyl-[aryl-carrier protein]
QXC-D-Ser-L-Ala-NRPS	a quinoxaline-2-carboxyl-D-seryl-L-alanyl-[non-ribosomal peptide synthase]
Quaternary-Amines	a quaternary amine
Quinate-Degradation	Quinate Degradation
Quinoline-MIAs	a quinoline-type monoterpenoid indole alkaloid
Quinomycins	a quinomycin-type antibiotic
Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
Quinones	a quinone
R-2-METHYLACYL-COA	a (2<i>R</i>)-2-methylacyl-CoA
R-3-Aryl-Lactates	a (<i>R</i>)-3-(aryl)lactate
R-3-Hydroxypalmitoyl-ACPs	a (3<i>R</i>)-3-hydroxyhexadecanoyl-[acp]
R-3-hydroxyarachidoyl-ACPs	a (3<i>R</i>)-3-hydroxyicosanoyl-[acp]
R-3-hydroxybehenoyl-ACPs	a (3<i>R</i>)-3-hydroxydocosanoyl-[acp]
R-3-hydroxycerotoyl-ACPs	a (3<i>R</i>)-3-hydroxyhexacosanoyl-[acp]
R-3-hydroxydodecanoyl-ACPs	a (<i>3R</i>)-3-hydroxydodecanoyl-[acp]
R-3-hydroxyhexanoyl-ACPs	a (3<i>R</i>)-3-hydroxyhexanoyl-[acp]
R-3-hydroxylignoceroyl-ACPs	a (3<i>R</i>)-3-hydroxytetracosanoyl-[acp]
R-3-hydroxymyristoyl-ACPs	a (3<i>R</i>)-3-hydroxytetradecanoyl-[acp]
R-3-hydroxystearoyl-ACPs	a (3<i>R</i>)-3-hydroxyoctadecanoyl-[acp]
REACTIVE-OXYGEN-SPECIES-DEGRADATION	Reactive Oxygen Specie Degradation
RIBOSE-5P	D-ribose 5-phosphate
RNA-Containing-5-Fluorouridines	a RNA containing 5-fluorouridine
RNA-DNA-hybrids	a RNA-DNA hybrid
RNA-Holder	a ribonucleic acid
RNASE-II-DEGRADATION-SUBSTRATE-MRNA	RNase II degradation substrate mRNA
RNASE-II-POLY-A-SUBSTRATE-MRNA	RNase II poly-A substrate mRNA
RNASE-II-SUBSTRATE-WITH-NO-POLY-A-TAIL	RNase II substrate with no poly-A tail
RNASE-R-DEGRADATION-SUBSTRATE-RNA	RNase R degradation substrate RNA
RS-3-Sulfolactate	3-sulfolactate
RS-Malate	(<i>RS</i>)-malate
Radicals	a radical
Rbo-P-Teichoic-Bacillus-peptidoglycan	a peptidoglycan-wall teichoic acid complex (<i>B. subtilis</i> W23)
Rbo-P-Teichoic-aureus-peptidoglycan	[(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-Gro-P-Gro-P-ManNAc-GlcNAc-P-peptidoglycan
Red-Glutaredoxins	a reduced glutaredoxin
Red-Hybrid-Cluster-Proteins	a reduced hybrid-cluster protein
Red-NADPH-Hemoprotein-Reductases	a reduced [NADPH-hemoprotein reductase]
Red-Thioredoxin	a reduced thioredoxin
Red-thioredoxins-1	a reduced thioredoxin 1
Reduced-2Fe-2S-Ferredoxins	a reduced [2Fe-2S] ferredoxin
Reduced-Azurins	a reduced azurin
Reduced-Cyc1-cytochromes	a reduced Cyc1 cytochrome
Reduced-Disulfide-Carrier-Proteins	a [disulfide-bond carrier protein] with reduced L-cysteine residues
Reduced-Disulfide-Isomerases	a [protein disulfide isomerase] with reduced L-cysteine residues
Reduced-Factor-F420	a reduced coenzyme F<sub>420</sub>
Reduced-Flavins	a reduced flavin
Reduced-Flavoproteins	a [reduced flavoprotein]
Reduced-Hydrogenases	a reduced hydrogenase
Reduced-Putidaredoxins	a reduced putidaredoxin [iron-sulfur] cluster
Reduced-Quinones	a quinol
Reduced-Rubredoxins	a reduced rubredoxin
Reduced-Rusticyanins	a reduced rusticyanin
Reduced-ferredoxins	a reduced ferredoxin [iron-sulfur] cluster
Reduced-flavodoxins	a reduced flavodoxin
Reduced-hydrogenase-3	a reduced hydrogenase 3
Reductants	Reductant Biosynthesis
Reductive-TCA-Cycles	Reductive TCA Cycles
Relaxed-DNAs	a relaxed DNA
Release-factor-L-glutamine	a [release factor]-L-glutamine
Release-factor-N5-Methyl-L-glutamine	a [release factor]-<i>N</i><sup>5</sup>-methyl-L-glutamine
Retinals	a retinal
Retinoates	a retinoate
Retinols	a retinol
RhD-Persulfides	a [Rhd protein] persulfide
Rhamnogalacturonan-Degradation	Rhamnogalacturonan Type I Degradation
Rhamnogalacturonan-L-Rhamnose	[rhamnogalacturonan I oligosaccharide]-&alpha;-L-rhamnose
Rhamnogalacturonans-I	a rhamnogalacturonan type I
Rhd-L-Cysteine	a [Rhd protein]-L-cysteine
Rhodomycins	a rhodomycin
Ribonucleoside-Diphosphates	a ribonucleoside diphosphate
Ribonucleoside-Monophosphates	a ribonucleoside 5'-monophosphate
Ribonucleoside-Triphosphates	a ribonucleoside triphosphate
Ribonucleosides	a ribonucleoside
Ribosomal-protein-L3-L-glutamine	a [ribosomal protein L3]-L-glutamine
Ribosomal-protein-L3-N5M-L-glutamine	a [ribosomal protein L3]-<i>N</i><sup>5</sup>-methyl-L-glutamine
Ribosomal-protein-S12-3-methylthio-Asp89	a [ribosomal protein S12]-3-methylsulfanyl-L-aspartate<sup>89</sup>
Ribosomal-protein-S12-Asp89	a [ribosomal protein S12] L-aspartate<sup>89</sup>
Ribulose-phosphates	L(or D)-ribulose 5-phosphate
Ribuloses	ribulose
Rifamycin-Tetraketide-Acps	tetraketide-[rifamycin PKS]
Rifamycin-Undecaketide-Acps	an undecaketide-[rifamycin-PKS]
Rifamycins	a rifamycin
Rosmarinate-Biosynthesis	Rosmarinate Biosynthesis
Rubber-Degradation	Rubber Degradation
S-2-Haloacids	an (<i>S</i>)-2-halocarboxylate
S-2-METHYLACYL-COA	a (2<i>S</i>)-2-methylacyl-CoA
S-Alkyl-L-Cysteine-S-Oxides	an <i>S</i>-alkyl-L-cysteine S-oxide
S-Alkyl-L-Cysteines	an S-alkyl-L-cysteine
S-CD-Apo-SP-Complex	an <i>S</i>-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex
S-CD-S-SP-Complex	an <i>S</i>-sulfanyl-[cysteine desulfurase]-<i>S</i>-sulfanyl-[disordered-form scaffold protein] complex
S-CONTAINING-SECONDARY-CMPD-SYN	Sulfur-Containing Secondary Compound Biosynthesis
S-Substituted-Glutathione	a glutathione-<i>S</i>-conjugate
S-Substituted-L-Cysteines	an L-cysteine-<i>S</i>-conjugate
S-adenosyl-L-methionine-cycle	<i>S</i>-adenosyl-L-methionine cycle
S-salicyl-PmsE	a salicyl-[PmsE non-ribosomal peptide synthase]
S-ubiquitinyl-UAP-E1-L-cysteine	an [E1 ubiquitin-activating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine
S-ubiquitinyl-UCP-E2-L-cysteine	an [E2 ubiquitin-conjugating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine
S18-N-terminal-L-alanine	an N-terminal L-alanyl-[S18 protein of 30S ribosome]
S5-N-terminal-L-alanine	an N-terminal L-alanyl-[S5 protein of 30S ribosome]
SAMP-C-Terminal-Glycine	a [SAMP] C-terminal glycine
SAMP-C-Terminal-thiol	a thiocarboxylated [SAMP] C-terminal glycine
SECONDARY-CELL-WALL	Secondary Cell Wall
SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
SERINE-BIOSYNTHESIS	L-serine Biosynthesis
SESQUITERPENOID-SYN	Sesquiterpenoid Biosynthesis
SESTERTERPENOID-BIOSYNTHESIS	Sesterterpenoid Biosynthesis
SS-Oligodeoxyribonucleotides	a single-stranded oligodeoxyribonucleotide
SUCC-DEG	Succinate Degradation
SUCROSE-DEG	Sucrose Degradation
SUGAR-6-PHOSPHATES	a sugar 6-phosphate
SUGAR-ACIDS-DEG	Sugar Acid Degradation
SUGAR-ALCOHOLS-DEG	Sugar Alcohol Degradation
SUGAR-DERIVS	Sugar Derivative Biosynthesis
SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
SULFONATES	a sulfonate
SULFOQUINOVOSYLDIACYLGLYCEROL	an 6-sulfo-&alpha;-D-quinovosyl diacylglycerol
Salicyl-L-cysteinyl-PchE	salicyl-L-cysteinyl-[PchE non-ribosomal peptide synthas]
Salicyl-PchE	a salicyl-[PchE non-ribosomal peptide synthase]
Salicyl-threonyl-PmsG	a salicyl-<i>N</i>-threonyl-[PmsG non-ribosomal peptide synthase protein]
Salicylate-Biosynthesis	Salicylate Biosynthesis
Salicylate-Degradation	Salicylate Degradation
Salicylmethyloxazolinyl-PmsG	a salicylmethyloxazolinyl-[PmsG non-ribosomal peptide synthase]
Salmochelins	a salmochelin
Salts	a salt
Saturated-2-Lysophosphatidates	a 2,3,4-saturated 2-lysophosphatidate
Saturated-Fatty-Acids	a saturated fatty acid
Saturated-Fatty-Acyl-ACPs	a 2,3,4-saturated fatty acyl-[acp]
Saturated-Fatty-Acyl-CoA	a 2,3,4-saturated fatty acyl CoA
Secondary-Alcohols	a secondary alcohol
Secondary-Metabolites	a secondary metabolite
Seleno-Amino-Acid-Detoxification	Seleno-Amino Acid Detoxification
Selenocysteine-Biosynthesis	L-selenocysteine Biosynthesis
Serines	serine
Seryl-Seryl-Carrier-Proteins	an L-seryl-[L-seryl-carrier protein]
Sesquiterpenes	a sesquiterpenoid
Sesquiterpenoid-Derivatives	a sesquiterpenoid derivative
Shikimate-Degradation	Shikimate Degradation
Short-Alpha-14-Glucans	a short 1,4-&alpha;-D-glucan
Short-Chain-234-Saturated-Fatty-Acids	a short-chain 2,3,4-saturated fatty acid
Short-Chain-234-Saturated-acyl-CoAs	a short-chain 2,3,4-saturated fatty acyl CoA
Short-Chain-3R-Hydroxyacyl-CoAs	a short-chain (3<i>R</i>)-3-hydroxyacyl-CoA
Short-Chain-3S-Hydroxyacyl-CoAs	a short-chain (3<i>S</i>)-3-hydroxyacyl-CoA
Short-Chain-Alcohols	a short-chain alcohol
Short-Chain-Alkanes	a short-chain alkane
Short-Chain-Carboxylates	a short-chain carboxylate
Short-Chain-Primary-Alcohols	a short-chain primary alcohol
Short-Chain-Trans-23-Dehydroacyl-CoA	a short-chain <i>trans</i>-2,3-dehydroacyl-CoA
Short-Chain-oxoacyl-CoAs	a short-chain oxoacyl-CoA
Short-Mannan	a &beta;-(1,4)-mannan oligosaccharide
Short-chain-fatty-acids	a short chain fatty acid
Short-glucans	a short glucan
Sialyloligosaccharides	a sialyloligosaccharide
Siderophore	a siderophore
Siderophores-Biosynthesis	Siderophore Biosynthesis
Single-Stranded-DNAs	a single stranded DNA
Sorbitol-Biosynthesis	Sorbitol Biosynthesis
SoxY-S-S-Thiocysteine	a [SoxY protein]-<i>S</i>-disulfanyl-L-cysteine
SoxY-S-Thiocysteine	a [SoxY protein]-<i>S</i>-sulfanyl-L-cysteine
SoxY-Thiocysteine-S-Sulfate	a [SoxY protein]-<i>S</i>-(2-sulfodisulfanyl)-L-cysteine
SoxY-Thiocysteine-Sulfate	a [SoxY protein]-<i>S</i>-sulfosulfanyl-L-cysteine
SoxZY-L-Cysteine	a [SoxY protein]-L-cysteine
Spermidine-Biosynthesis	Spermidine Biosynthesis
Sphinga-4E-8E-dienine-Ceramides	a (4E,8E)-sphinga-4,8-dienine ceramide
Sphingoid-1-phosphates	a sphingoid 1-phosphate
